id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ZFR2	4	0.24554	0.38992	0.999998	803	2	-0.042891	0.40811	0.55665	0.999989	1086	2	-0.042891
YWHAG	3	0.67989	0.68653	0.999998	1457	1	-0.049919	0.40911	0.50981	0.999989	1087	1	-0.049919
SUMO1	4	0.87554	0.87501	0.999998	1812	0	0.18166	0.40918	0.55779	0.999989	1088	2	0.18166
KRI1	4	0.036063	0.095305	0.759982	266	3	-0.46576	0.40985	0.55839	0.999989	1089	1	-0.46576
NDUFV3	4	0.6142	0.67875	0.999998	1355	1	0.044878	0.41018	0.55873	0.999989	1090	2	0.044878
LIN28A	4	0.41652	0.563	0.999998	1118	2	-0.16438	0.41085	0.55949	0.999989	1091	1	-0.16438
OLA1	4	0.88037	0.87999	0.999998	1821	0	0.22749	0.41165	0.56024	0.999989	1092	2	0.22749
DHX33	4	0.53574	0.64082	0.999998	1268	1	0.11444	0.41219	0.56068	0.999989	1093	2	0.11444
CELF1	4	0.42293	0.56986	0.999998	1132	2	0.025556	0.41342	0.56191	0.999989	1094	2	0.025556
SARNP	4	0.96508	0.96545	0.999998	2027	0	0.23587	0.41475	0.56305	0.999989	1095	2	0.23587
PDS5A	4	0.10579	0.22434	0.939392	508	2	-0.33313	0.41486	0.56321	0.999989	1096	2	-0.33313
IQCG	4	0.24892	0.39333	0.999998	809	2	-0.071911	0.41541	0.56372	0.999989	1097	2	-0.071911
LARP7	4	0.056999	0.13619	0.849993	347	3	-0.81765	0.41586	0.56415	0.999989	1098	1	-0.81765
BAG4	3	0.27613	0.40864	0.999998	875	1	-0.076818	0.41592	0.51352	0.999989	1099	1	-0.076818
MRPL51	4	0.37163	0.51763	0.999998	1028	2	-0.035932	0.41629	0.56461	0.999989	1100	2	-0.035932
PUM1	4	0.87678	0.87621	0.999998	1817	0	0.21937	0.4174	0.56588	0.999989	1101	2	0.21937
PKN2	4	0.43686	0.58365	0.999998	1152	1	0.12442	0.41961	0.56825	0.999989	1102	2	0.12442
ZMAT5	4	0.62002	0.68195	0.999998	1362	1	-0.034781	0.42017	0.56886	0.999989	1103	1	-0.034781
PABPC1L2B	3	0.10346	0.18966	0.904519	501	2	-0.72676	0.42035	0.51592	0.999989	1104	1	-0.72676
LARP4B	4	0.76363	0.77193	0.999998	1591	1	0.12953	0.4205	0.56918	0.999989	1105	2	0.12953
ROCK2	3	0.40964	0.49768	0.999998	1105	1	-0.24038	0.42112	0.51637	0.999989	1106	1	-0.24038
RBFOX1	4	0.91053	0.91079	0.999998	1890	0	0.20401	0.42116	0.56974	0.999989	1107	2	0.20401
SLBP	4	0.28753	0.43258	0.999998	896	2	-0.023632	0.42227	0.5708	0.999989	1108	2	-0.023632
HDLBP	4	0.56391	0.65393	0.999998	1295	1	0.16557	0.42249	0.57103	0.999989	1109	2	0.16557
DDX5	4	0.10166	0.21725	0.927711	494	1	0.11699	0.42271	0.57128	0.999989	1110	2	0.11699
NIP7	4	0.060078	0.1421	0.850844	357	1	0.028231	0.42337	0.57197	0.999989	1111	2	0.028231
MRPL16	4	0.96243	0.96286	0.999998	2017	0	0.20628	0.42381	0.57241	0.999989	1112	2	0.20628
TARBP1	4	0.40612	0.55255	0.999998	1098	2	-0.0019721	0.42426	0.57278	0.999989	1113	2	-0.0019721
S100A4	4	0.42359	0.57053	0.999998	1135	2	-0.012116	0.42603	0.57443	0.999989	1114	2	-0.012116
CALD1	4	0.58024	0.66177	0.999998	1319	1	0.19875	0.4261	0.57449	0.999989	1115	2	0.19875
HUWE1	4	0.38982	0.53603	0.999998	1067	1	0.15698	0.42625	0.57457	0.999989	1116	2	0.15698
MRPL46	4	0.80323	0.80422	0.999998	1670	1	0.13243	0.42757	0.57593	0.999989	1117	2	0.13243
KRAS	4	0.16061	0.30394	0.999998	640	2	-0.25728	0.42807	0.57647	0.999989	1118	1	-0.25728
SMNDC1	4	0.011154	0.03693	0.612699	123	1	0.21133	0.42824	0.57664	0.999989	1119	2	0.21133
AGO4	4	0.8613	0.86069	0.999998	1782	0	0.23559	0.42846	0.57691	0.999989	1120	2	0.23559
MRPL47	4	0.8019	0.80307	0.999998	1666	1	0.019235	0.42868	0.57712	0.999989	1121	2	0.019235
NXT1	3	0.60258	0.62377	0.999998	1344	1	0.13025	0.42964	0.52113	0.999989	1122	1	0.13025
FSCN1	4	0.062317	0.14643	0.850844	363	3	-0.55118	0.43003	0.57841	0.999989	1123	1	-0.55118
NDRG2	4	0.62194	0.68295	0.999998	1363	1	0.19944	0.43166	0.58014	0.999989	1124	2	0.19944
PRPF39	2	0.38475	0.40426	0.999998	1056	1	-0.020116	0.43259	0.44784	0.999989	1125	1	-0.020116
WDR3	2	0.55708	0.55729	0.999998	1287	1	0.047536	0.43315	0.44838	0.999989	1126	1	0.047536
ADAT1	4	0.53208	0.63915	0.999998	1263	1	0.10197	0.43376	0.58212	0.999989	1127	2	0.10197
ZNF326	4	0.31056	0.45595	0.999998	935	2	-0.12454	0.43442	0.58282	0.999989	1128	2	-0.12454
NUDT16	2	0.55076	0.55137	0.999998	1282	1	0.095422	0.43446	0.44944	0.999989	1129	1	0.095422
AHCYL2	4	0.39705	0.54339	0.999998	1076	2	0.01758	0.43464	0.583	0.999989	1130	2	0.01758
MRPL13	4	0.36611	0.51168	0.999998	1016	1	0.21117	0.43509	0.58334	0.999989	1131	2	0.21117
PRPF8	4	0.73619	0.75195	0.999998	1544	1	0.10965	0.4388	0.58677	0.999989	1132	1	0.10965
APOBEC3B	3	0.71633	0.71943	0.999998	1509	1	-0.1991	0.43909	0.52649	0.999989	1133	1	-0.1991
CWF19L1	4	0.18539	0.32904	0.999998	683	1	0.18613	0.43928	0.58726	0.999989	1134	2	0.18613
LSM10	4	0.19559	0.33947	0.999998	702	2	-0.34144	0.44009	0.5881	0.999989	1135	1	-0.34144
RQCD1	3	0.05445	0.1245	0.83515	336	2	-0.70198	0.4401	0.527	0.999989	1136	1	-0.70198
METAP2	4	0.44612	0.59309	0.999998	1176	2	-0.035358	0.44017	0.58817	0.999989	1137	2	-0.035358
PAPD4	3	0.65056	0.66172	0.999998	1408	1	-0.10122	0.44264	0.52837	0.999989	1138	1	-0.10122
KHDRBS1	4	0.92315	0.92307	0.999998	1917	0	0.20148	0.44392	0.59183	0.999989	1139	2	0.20148
CLK3	4	0.051495	0.1257	0.835479	323	1	0.23609	0.44414	0.59207	0.999989	1140	2	0.23609
DDX3Y	4	0.88328	0.88294	0.999998	1828	0	0.099682	0.44458	0.59253	0.999989	1141	2	0.099682
NBPF10	4	0.12396	0.25543	0.976351	557	1	0.25033	0.44682	0.59472	0.999989	1142	2	0.25033
NUBP1	4	0.6345	0.68969	0.999998	1386	1	0.14881	0.44778	0.59563	0.999989	1143	1	0.14881
GOLGB1	4	0.82371	0.82276	0.999998	1708	1	-0.058337	0.44874	0.59646	0.999989	1144	1	-0.058337
MAPRE1	4	0.061529	0.14489	0.850844	360	3	-0.44927	0.44937	0.59702	0.999989	1145	1	-0.44927
PDCD6IP	4	0.8559	0.85522	0.999998	1769	0	0.13772	0.44965	0.59732	0.999989	1146	2	0.13772
TARSL2	4	0.88228	0.88196	0.999998	1824	0	-0.041436	0.45001	0.59763	0.999989	1147	1	-0.041436
TROVE2	3	0.211	0.32764	0.999998	729	2	-0.37647	0.45019	0.53291	0.999989	1148	1	-0.37647
RPL22	4	0.1882	0.33178	0.999998	689	2	-0.25592	0.45033	0.59797	0.999989	1149	1	-0.25592
G3BP2	4	0.88662	0.88636	0.999998	1833	0	0.069461	0.45141	0.59898	0.999989	1150	2	0.069461
IPO8	4	0.7915	0.79439	0.999998	1638	1	-0.05696	0.45223	0.5997	0.999989	1151	1	-0.05696
C2ORF15	4	0.10714	0.22685	0.94225	512	2	-0.39063	0.45381	0.60128	0.999989	1152	1	-0.39063
RANBP6	3	0.69856	0.70284	0.999998	1485	1	-0.21751	0.45469	0.53567	0.999989	1153	1	-0.21751
TNS1	3	0.8174	0.81818	0.999998	1698	0	0.10852	0.45493	0.53582	0.999989	1154	1	0.10852
CSNK1E	4	0.65444	0.70021	0.999998	1415	1	0.0041838	0.45494	0.60257	0.999989	1155	2	0.0041838
THOC3	4	0.86698	0.86642	0.999998	1796	0	0.10942	0.45508	0.60277	0.999989	1156	1	0.10942
RRP36	4	0.93769	0.93773	0.999998	1950	0	0.1988	0.45516	0.60288	0.999989	1157	2	0.1988
YARS2	4	0.064178	0.15002	0.850844	375	2	-0.39724	0.45539	0.60308	0.999989	1158	1	-0.39724
TUBA1B	4	0.75595	0.76631	0.999998	1579	1	0.23184	0.45582	0.60345	0.999989	1159	2	0.23184
CLK1	4	0.24473	0.38911	0.999998	800	1	0.13578	0.45626	0.60396	0.999989	1160	2	0.13578
FASTKD3	4	0.52756	0.63714	0.999998	1257	1	0.19886	0.45634	0.60404	0.999989	1161	2	0.19886
S100A16	4	0.84526	0.84454	0.999998	1749	0	0.040939	0.45648	0.60419	0.999989	1162	2	0.040939
MRPL23	4	0.20623	0.35002	0.999998	723	2	-0.10146	0.45736	0.60506	0.999989	1163	2	-0.10146
INTS12	4	0.36877	0.51467	0.999998	1023	2	-0.14849	0.4576	0.60531	0.999989	1164	1	-0.14849
RRP1	4	0.78935	0.79256	0.999998	1636	1	0.13959	0.4578	0.6055	0.999989	1165	2	0.13959
CMTR2	4	0.95099	0.95117	0.999998	1980	0	0.18636	0.45802	0.60571	0.999989	1166	2	0.18636
PTCD3	4	0.31812	0.46312	0.999998	946	2	-0.26921	0.45823	0.60588	0.999989	1167	1	-0.26921
NXF5	3	0.5969	0.61983	0.999998	1339	1	-0.071764	0.45866	0.5381	0.999989	1168	1	-0.071764
TDRD3	4	0.87658	0.87601	0.999998	1816	0	0.058844	0.45868	0.60639	0.999989	1169	2	0.058844
KIAA0754	4	0.44789	0.59477	0.999998	1181	2	-0.16695	0.45912	0.60682	0.999989	1170	2	-0.16695
ISG20	3	0.26679	0.39726	0.999998	852	2	-0.22637	0.45916	0.53837	0.999989	1171	1	-0.22637
ELP4	4	0.20227	0.34592	0.999998	716	2	-0.26941	0.46074	0.60838	0.999989	1172	1	-0.26941
MRPL18	4	0.18068	0.32437	0.999998	672	2	-0.028642	0.46132	0.60884	0.999989	1173	2	-0.028642
PARP4	4	0.071902	0.16443	0.867697	403	1	0.19598	0.4622	0.60972	0.999989	1174	2	0.19598
TYW1	4	0.78795	0.79146	0.999998	1633	1	0.10003	0.46374	0.61113	0.999989	1175	2	0.10003
HELZ2	2	0.59054	0.58953	0.999998	1333	1	0.14892	0.4642	0.47471	0.999989	1176	1	0.14892
NQO1	4	0.33147	0.47674	0.999998	957	1	0.047327	0.46484	0.6122	0.999989	1177	2	0.047327
C1D	4	0.73232	0.74924	0.999998	1539	1	0.20017	0.46594	0.61333	0.999989	1178	2	0.20017
CIRH1A	4	0.35357	0.49916	0.999998	995	2	-0.13594	0.46605	0.61346	0.999989	1179	1	-0.13594
TRMT44	4	0.7195	0.7404	0.999998	1517	1	0.091674	0.46636	0.6137	0.999989	1180	1	0.091674
TNPO1	4	0.88298	0.88266	0.999998	1825	0	0.05651	0.46698	0.61435	0.999989	1181	1	0.05651
CWC27	4	0.24705	0.39139	0.999998	804	2	-0.14847	0.46703	0.6144	0.999989	1182	2	-0.14847
OSGEP	3	0.63876	0.65184	0.999998	1395	1	-0.050125	0.46779	0.54345	0.999989	1183	1	-0.050125
NOL9	4	0.24457	0.38894	0.999998	799	2	-0.24765	0.46915	0.61656	0.999989	1184	1	-0.24765
THUMPD2	4	0.82207	0.82132	0.999998	1702	1	0.045042	0.47033	0.61767	0.999989	1185	2	0.045042
NOSIP	4	0.021194	0.064241	0.684923	200	3	-0.65541	0.47039	0.61773	0.999989	1186	1	-0.65541
DCD	4	0.19643	0.34022	0.999998	705	1	-0.093855	0.47069	0.61803	0.999989	1187	1	-0.093855
EMG1	4	0.44234	0.58914	0.999998	1164	1	0.21902	0.47252	0.61989	0.999989	1188	2	0.21902
SNW1	4	0.13356	0.27188	0.991708	585	3	-0.48519	0.47316	0.6205	0.999989	1189	1	-0.48519
TRMT61B	3	0.28588	0.42041	0.999998	893	2	-0.31546	0.47316	0.54651	0.999989	1190	1	-0.31546
SEC31A	4	0.21541	0.35916	0.999998	737	2	-0.061004	0.47318	0.62051	0.999989	1191	2	-0.061004
FTSJ1	4	0.40213	0.54868	0.999998	1087	2	-0.076572	0.47439	0.62169	0.999989	1192	1	-0.076572
PSMA6	3	0.74286	0.74456	0.999998	1562	1	-0.28905	0.47462	0.54731	0.999989	1193	1	-0.28905
NKTR	4	0.61857	0.68113	0.999998	1358	1	-0.013171	0.47471	0.62194	0.999989	1194	2	-0.013171
DHX57	4	0.79833	0.80007	0.999998	1658	1	0.17978	0.47493	0.62219	0.999989	1195	2	0.17978
STXBP1	4	0.62957	0.68721	0.999998	1376	1	0.086461	0.47581	0.62304	0.999989	1196	2	0.086461
TUFM	3	0.28273	0.41671	0.999998	887	1	0.059904	0.47584	0.54795	0.999989	1197	1	0.059904
TNKS1BP1	4	0.20129	0.34504	0.999998	714	2	-0.16309	0.47715	0.62434	0.999989	1198	1	-0.16309
RBM15B	3	0.36797	0.47436	0.999998	1022	1	-0.059287	0.47729	0.54876	0.999989	1199	1	-0.059287
ADD1	4	0.81586	0.81539	0.999998	1693	1	0.0179	0.47776	0.62498	0.999989	1200	1	0.0179
SNRNP48	4	0.81177	0.81156	0.999998	1685	1	0.19315	0.47778	0.62499	0.999989	1201	2	0.19315
UBE2O	4	0.83012	0.829	0.999998	1718	1	0.10183	0.478	0.62515	0.999989	1202	2	0.10183
SNRNP27	4	0.30559	0.45111	0.999998	928	2	-0.26391	0.47822	0.62538	0.999989	1203	2	-0.26391
INTS4	3	0.6994	0.7036	0.999998	1486	1	-0.18577	0.47875	0.54965	0.999989	1204	1	-0.18577
CWC15	4	0.027832	0.078582	0.728655	224	2	-0.34949	0.47899	0.62613	0.999989	1205	1	-0.34949
CRYAB	4	0.5779	0.66065	0.999998	1313	1	-0.018598	0.48194	0.62883	0.999989	1206	2	-0.018598
CAST	4	0.15274	0.29575	0.999998	623	2	-0.35952	0.48216	0.62907	0.999989	1207	2	-0.35952
PIH1D3	3	0.71842	0.7216	0.999998	1512	1	-0.081461	0.48236	0.55173	0.999989	1208	1	-0.081461
RNASEK	4	0.93158	0.93145	0.999998	1937	0	0.22909	0.4826	0.62951	0.999989	1209	2	0.22909
EDF1	3	0.51257	0.56062	0.999998	1241	1	0.051651	0.48285	0.55207	0.999989	1210	1	0.051651
GEMIN7	4	0.7411	0.75541	0.999998	1558	1	0.22286	0.48303	0.62987	0.999989	1211	2	0.22286
DNAJC1	4	0.68917	0.72101	0.999998	1475	1	0.00016517	0.48355	0.63034	0.999989	1212	1	0.00016517
FLUC	4	0.81219	0.81203	0.999998	1687	1	-0.0001743	0.485	0.63175	0.999989	1213	2	-0.0001743
RNMTL1	4	0.53461	0.64024	0.999998	1266	1	0.26292	0.48522	0.63196	0.999989	1214	2	0.26292
ARHGEF1	2	0.48137	0.48674	0.999998	1219	1	0.095932	0.4853	0.49282	0.999989	1215	1	0.095932
RPL18A	3	0.77077	0.77199	0.999998	1603	0	-0.062338	0.48549	0.55368	0.999989	1216	1	-0.062338
SUCLG1	3	0.86067	0.86157	0.999998	1781	0	0.16243	0.48573	0.55387	0.999989	1217	1	0.16243
AFP	3	0.36107	0.47056	0.999998	1007	1	-0.20923	0.48621	0.55415	0.999989	1218	1	-0.20923
FAM98C	4	0.036575	0.096295	0.76408	270	2	-0.42922	0.48697	0.63361	0.999989	1219	2	-0.42922
LARS2	4	0.16557	0.30905	0.999998	646	1	0.1566	0.48828	0.63499	0.999989	1220	2	0.1566
DDX43	4	0.067503	0.15627	0.855557	389	2	-0.3228	0.48871	0.63539	0.999989	1221	2	-0.3228
DDX25	4	0.049549	0.12187	0.833906	314	2	-0.96476	0.48929	0.63593	0.999989	1222	1	-0.96476
HNRNPA1L2	4	0.25309	0.39756	0.999998	820	2	-0.31732	0.48959	0.63608	0.999989	1223	1	-0.31732
SRSF5	2	0.65471	0.65373	0.999998	1418	0	0.089633	0.49011	0.49709	0.999989	1224	1	0.089633
RTN4	4	0.091052	0.19902	0.911411	461	2	-0.59684	0.49049	0.63654	0.999989	1225	1	-0.59684
CPNE3	3	0.03742	0.091896	0.742629	274	2	-0.54364	0.4905	0.55687	0.999989	1226	1	-0.54364
YBX3	4	0.36436	0.50997	0.999998	1010	2	-0.07568	0.49109	0.63677	0.999989	1227	1	-0.07568
NFS1	3	0.77865	0.7797	0.999998	1617	0	0.07384	0.49217	0.55784	0.999989	1228	1	0.07384
NAP1L4	4	0.58618	0.66491	0.999998	1325	1	-0.0014091	0.49408	0.63797	0.999989	1229	1	-0.0014091
PIWIL1	4	0.13474	0.27366	0.991708	588	3	-0.35899	0.49528	0.63845	0.999989	1230	1	-0.35899
ZC3H11A	4	0.47316	0.61388	0.999998	1212	1	-5.5837e-05	0.49587	0.63872	0.999989	1231	1	-5.5837e-05
IDH2	4	0.71911	0.74017	0.999998	1514	1	-0.010166	0.49706	0.6392	0.999989	1232	1	-0.010166
RNF17	4	0.94543	0.94547	0.999998	1966	0	0.11406	0.49766	0.63948	0.999989	1233	1	0.11406
PRPF38A	3	0.03414	0.084586	0.728655	256	2	-0.52799	0.49903	0.56198	0.999989	1234	1	-0.52799
GPATCH1	4	0.79803	0.79983	0.999998	1657	1	0.14843	0.50003	0.64054	0.999989	1235	1	0.14843
HLA-A	3	0.034199	0.084685	0.728655	258	2	-0.95401	0.50115	0.56321	0.999989	1236	1	-0.95401
LMF2	4	0.44193	0.5887	0.999998	1163	2	-0.18706	0.50239	0.64146	0.999989	1237	1	-0.18706
PNRC2	4	0.013875	0.045194	0.618259	148	3	-1.3292	0.50269	0.64157	0.999989	1238	1	-1.3292
RIOK3	3	0.37482	0.4782	0.999998	1035	1	-0.16584	0.50326	0.56454	0.999989	1239	1	-0.16584
CAND1	4	0.40236	0.5489	0.999998	1088	2	-0.11357	0.50534	0.64276	0.999989	1240	1	-0.11357
SETD7	4	0.22004	0.36387	0.999998	748	2	-0.27435	0.50563	0.64287	0.999989	1241	1	-0.27435
EIF3K	3	0.088187	0.16908	0.877634	452	1	0.12525	0.50909	0.56795	0.999989	1242	1	0.12525
MRPS16	4	0.0062083	0.021251	0.541158	81	2	-0.21675	0.50944	0.64436	0.999989	1243	1	-0.21675
NANOS3	4	0.033126	0.089459	0.739933	249	3	-0.59466	0.5106	0.64481	0.999989	1244	1	-0.59466
RBM38	3	0.56341	0.59512	0.999998	1293	1	-0.20668	0.51141	0.56931	0.999989	1245	1	-0.20668
FLNB	4	0.65399	0.69999	0.999998	1414	1	-0.11061	0.51438	0.64643	0.999989	1246	1	-0.11061
RCC2	4	0.66267	0.70506	0.999998	1425	1	-0.11668	0.51525	0.64676	0.999989	1247	1	-0.11668
ELAVL2	3	0.23315	0.35546	0.999998	771	2	-0.26983	0.51626	0.57228	0.999989	1248	1	-0.26983
TAF2	3	0.27402	0.406	0.999998	870	1	-0.23586	0.5181	0.57342	0.999989	1249	1	-0.23586
PABPC1L2A	4	0.26034	0.40486	0.999998	836	2	-0.18371	0.51871	0.64813	0.999989	1250	1	-0.18371
RPS27A	3	0.28145	0.41516	0.999998	884	2	-0.37078	0.51924	0.57417	0.999989	1251	1	-0.37078
PUS7	3	0.84399	0.84468	0.999998	1746	0	0.025661	0.51947	0.57429	0.999989	1252	1	0.025661
MRPS23	4	0.38997	0.53619	0.999998	1068	2	-0.13861	0.52072	0.64895	0.999989	1253	1	-0.13861
EXO1	3	0.11667	0.20672	0.916553	537	1	-0.21838	0.5213	0.57553	0.999989	1254	1	-0.21838
MAEL	2	0.087006	0.1497	0.850844	445	1	-0.91424	0.52178	0.52502	0.999989	1255	1	-0.91424
PPP1R8	4	0.76058	0.76969	0.999998	1588	1	0.019345	0.52244	0.64963	0.999989	1256	1	0.019345
LIMA1	4	0.24747	0.39183	0.999998	805	2	-0.37454	0.52329	0.64995	0.999989	1257	1	-0.37454
PATL2	4	0.57134	0.65741	0.999998	1303	1	-0.19778	0.52415	0.65029	0.999989	1258	1	-0.19778
TOP3B	4	0.85879	0.85802	0.999998	1779	0	-0.0048382	0.52586	0.651	0.999989	1259	1	-0.0048382
MRPL3	4	0.24291	0.38721	0.999998	795	2	-0.21505	0.52728	0.65156	0.999989	1260	1	-0.21505
PUS7L	4	0.39769	0.54402	0.999998	1078	1	-0.032583	0.53124	0.65317	0.999989	1261	1	-0.032583
GEMIN6	4	0.16035	0.30368	0.999998	639	2	-0.17481	0.53152	0.6533	0.999989	1262	1	-0.17481
DIAPH1	3	0.85384	0.85472	0.999998	1762	0	-0.00071454	0.53219	0.58234	0.999989	1263	1	-0.00071454
SIDT2	3	0.25914	0.38771	0.999998	834	2	-0.28307	0.53398	0.5834	0.999989	1264	1	-0.28307
NSUN6	4	0.77653	0.78213	0.999998	1611	1	0.0084817	0.53461	0.6546	0.999989	1265	1	0.0084817
CHERP	4	0.019706	0.061131	0.676143	193	3	-1.0641	0.53574	0.65512	0.999989	1266	1	-1.0641
TAGLN2	4	0.092903	0.20226	0.911411	467	2	-0.39832	0.53602	0.65523	0.999989	1267	1	-0.39832
DDX26B	4	0.0024467	0.0089041	0.375	47	3	-1.4908	0.53992	0.6568	0.999989	1268	1	-1.4908
MTIF2	4	0.24871	0.39311	0.999998	807	2	-0.14149	0.54075	0.65717	0.999989	1269	1	-0.14149
SERPINH1	4	0.7235	0.74301	0.999998	1524	1	0.011218	0.54159	0.65746	0.999989	1270	1	0.011218
STRAP	4	0.7783	0.78351	0.999998	1615	1	-0.032296	0.54546	0.65911	0.999989	1271	1	-0.032296
YWHAE	2	0.70115	0.70016	0.999998	1490	0	0.17059	0.54624	0.54825	0.999989	1272	1	0.17059
SHFM1	2	0.12327	0.20546	0.916553	553	1	-0.36048	0.54725	0.54926	0.999989	1273	1	-0.36048
APOBEC3G	3	0.24906	0.37523	0.999998	810	2	-0.28132	0.54798	0.59292	0.999989	1274	1	-0.28132
RPP14	4	0.1423	0.28523	0.998176	609	1	-0.19993	0.54821	0.66047	0.999989	1275	1	-0.19993
TRAP1	3	0.33979	0.4591	0.999998	971	1	0.10745	0.54842	0.59321	0.999989	1276	1	0.10745
SMAD1	4	0.26312	0.40769	0.999998	842	1	-0.080474	0.55231	0.66224	0.999989	1277	1	-0.080474
EEF2	4	0.21569	0.35941	0.999998	738	2	-0.22118	0.5534	0.6627	0.999989	1278	1	-0.22118
RBM12B	4	0.79773	0.79962	0.999998	1656	1	0.039749	0.55394	0.66293	0.999989	1279	1	0.039749
DDX19B	4	0.098299	0.21144	0.917906	484	3	-0.31486	0.55503	0.66338	0.999989	1280	1	-0.31486
RNASE2	4	0.9184	0.91856	0.999998	1905	0	0.12679	0.55584	0.66375	0.999989	1281	1	0.12679
ZFP36L1	4	0.90655	0.90682	0.999998	1883	0	-0.030544	0.55611	0.66388	0.999989	1282	1	-0.030544
DUSP14	3	0.1249	0.21731	0.927711	564	2	-0.3044	0.55975	0.60053	0.999989	1283	1	-0.3044
GPR161	4	0.367	0.5127	0.999998	1021	2	-0.21086	0.55989	0.66551	0.999989	1284	1	-0.21086
CPSF6	4	0.0044879	0.015749	0.472467	68	3	-1.1667	0.5607	0.66595	0.999989	1285	1	-1.1667
SNRPA	3	0.48044	0.54035	0.999998	1217	1	0.012795	0.56105	0.60131	0.999989	1286	1	0.012795
ASCC3	4	0.88749	0.88727	0.999998	1835	0	-0.054064	0.5623	0.6666	0.999989	1287	1	-0.054064
SAP30BP	4	0.88827	0.8881	0.999998	1838	0	-0.027548	0.56338	0.66707	0.999989	1288	1	-0.027548
MANF	3	0.18556	0.29583	0.999998	684	2	-0.34472	0.56341	0.60291	0.999989	1289	1	-0.34472
FXR2	4	0.40649	0.55298	0.999998	1099	2	-0.015708	0.56364	0.66719	0.999989	1290	1	-0.015708
SUMO2	4	0.10279	0.21909	0.929803	497	3	-0.64049	0.56391	0.66732	0.999989	1291	1	-0.64049
DMGDH	4	0.014415	0.046772	0.618259	155	3	-1.0486	0.56444	0.66757	0.999989	1292	1	-1.0486
EIF5AL1	3	0.039966	0.09738	0.764772	285	2	-0.41991	0.56577	0.60449	0.999989	1293	1	-0.41991
POLR2B	3	0.57765	0.60544	0.999998	1312	1	-0.0061162	0.56599	0.60463	0.999989	1294	1	-0.0061162
S100A9	4	0.55638	0.6504	0.999998	1286	1	-0.066339	0.56658	0.66839	0.999989	1295	1	-0.066339
NOL7	3	0.82649	0.82705	0.999998	1712	0	-0.0071676	0.56684	0.60521	0.999989	1296	1	-0.0071676
PTBP3	3	0.42758	0.50797	0.999998	1139	1	-0.017096	0.56706	0.60539	0.999989	1297	1	-0.017096
EEF1G	4	0.18512	0.32872	0.999998	681	2	-0.36516	0.56711	0.66862	0.999989	1298	1	-0.36516
DGCR8	3	0.72177	0.72449	0.999998	1521	1	0.08548	0.5677	0.6058	0.999989	1299	1	0.08548
EIF2AK2	4	0.30753	0.45316	0.999998	930	2	-0.41592	0.57134	0.67053	0.999989	1300	1	-0.41592
RBMS3	2	0.57218	0.57201	0.999998	1306	1	-0.096721	0.57218	0.57272	0.999989	1301	1	-0.096721
RPP40	4	0.27094	0.41543	0.999998	860	2	-0.31198	0.57397	0.6718	0.999989	1302	1	-0.31198
ERH	2	0.7118	0.71082	0.999998	1503	0	0.14383	0.57446	0.57477	0.999989	1303	1	0.14383
XRCC6	4	0.84378	0.84307	0.999998	1745	0	-0.032277	0.57528	0.67246	0.999989	1304	1	-0.032277
TSR2	4	0.1998	0.34367	0.999998	711	2	-0.22319	0.57555	0.67257	0.999989	1305	1	-0.22319
GATB	4	0.10396	0.22107	0.932858	503	1	-0.031547	0.57633	0.67286	0.999989	1306	1	-0.031547
IPO4	3	0.15524	0.25674	0.976351	626	2	-0.52659	0.57639	0.61179	0.999989	1307	1	-0.52659
FAM98B	3	0.10459	0.19115	0.904519	505	1	-0.30403	0.57786	0.61288	0.999989	1308	1	-0.30403
SF3B1	4	0.51698	0.63256	0.999998	1248	1	-0.19881	0.57868	0.67383	0.999989	1309	1	-0.19881
IFIT3	4	0.23018	0.37408	0.999998	765	2	-0.40263	0.57946	0.67419	0.999989	1310	1	-0.40263
DHX29	4	0.028583	0.080051	0.728655	229	3	-0.65222	0.58128	0.6752	0.999989	1311	1	-0.65222
PIWIL4	4	0.63544	0.69024	0.999998	1387	1	-0.16263	0.58154	0.67529	0.999989	1312	1	-0.16263
H1FX	4	0.76431	0.77243	0.999998	1592	1	-0.039771	0.58335	0.67613	0.999989	1313	1	-0.039771
CAT	2	0.67289	0.67188	0.999998	1445	0	0.050869	0.58399	0.58344	0.999989	1314	1	0.050869
RBM14	4	0.68938	0.72112	0.999998	1476	1	0.0323	0.58463	0.67681	0.999989	1315	1	0.0323
POLDIP3	3	0.70357	0.70721	0.999998	1492	1	0.069512	0.58704	0.61944	0.999989	1316	1	0.069512
RAVER2	4	0.33603	0.48106	0.999998	965	2	-0.15243	0.58976	0.67914	0.999989	1317	1	-0.15243
MRPL42	4	0.11053	0.23257	0.951557	520	2	-0.27948	0.59002	0.67924	0.999989	1318	1	-0.27948
PAN2	3	0.71146	0.71458	0.999998	1501	1	-0.0026647	0.59055	0.62199	0.999989	1319	1	-0.0026647
RBM6	3	0.46877	0.53341	0.999998	1206	1	0.099563	0.59219	0.62305	0.999989	1320	1	0.099563
DNM1	2	0.3597	0.38429	0.999998	1004	1	-0.35615	0.59245	0.59197	0.999989	1321	1	-0.35615
